episode,reward,rolling_reward_50
1,-135.49038386642505,
2,-103.18939557004526,
3,-195.88160785143623,
4,-546.2704447041046,
5,-262.7318702001975,
6,-351.55166150370604,
7,-357.9940930539194,
8,-253.8500196181872,
9,-292.10928541652436,
10,-214.78088171387049,
11,2.5302831078783186,
12,-57.08930711553903,
13,-90.2827927041524,
14,-96.47640496236012,
15,-205.77143283151582,
16,-150.0764581890773,
17,-143.44367662782255,
18,-266.76493088035943,
19,214.07391198606243,
20,9.186100139981903,
21,-21.166119778917405,
22,-116.74899287379773,
23,-242.505749777796,
24,-134.96038120776458,
25,-108.96676076557972,
26,-26.59471064775202,
27,-43.58852804327691,
28,-71.76475113838262,
29,-38.590890184587,
30,-5.326635087744834,
31,-37.99924322956764,
32,-3.136718505785204,
33,-20.84466552847996,
34,33.163113802229844,
35,-13.400239074561586,
36,-37.561964609398665,
37,13.02037071326778,
38,-49.018579279762626,
39,-40.28827733329038,
40,-122.18623249660861,
41,-105.25963197693079,
42,-12.553691828896152,
43,-138.98903371227397,
44,-20.495026448211238,
45,-20.972249965194965,
46,10.291017011741118,
47,46.72480743441844,
48,177.04757806323562,
49,277.751382978017,
50,-1.0753214107062092,-87.47920952955354
51,17.56692100107179,-84.41806343220361
52,65.964204047625,-81.0349914398502
53,-58.890774910684726,-78.29517478103517
54,23.95263817719668,-66.89071312340914
55,143.81633060774857,-58.75974910725023
56,-140.362302436544,-54.535961925906996
57,227.98493556879822,-42.81638135345264
58,0.8426433110816731,-37.72252809486726
59,173.8326521993909,-28.40368934254895
60,25.19034343419652,-23.604264839587607
61,-73.13198692794695,-25.11751024030411
62,-53.10452963759886,-25.03781469074531
63,20.67823148706482,-22.81859420692097
64,-299.07600227078024,-26.870586153089366
65,157.48787696152073,-19.605399957228634
66,-70.6673828413794,-18.01721845027468
67,121.5863952803392,-12.71661701211144
68,-79.54594931017336,-8.972237380707723
69,-64.9094609893703,-14.55190484021638
70,-231.47092295111287,-19.365045302038272
71,-56.84032758709121,-20.078529458201746
72,-73.43790147741231,-19.212307630274044
73,-23.96448852324464,-14.841482405183013
74,-16.894984680043848,-12.4801744746286
75,207.48602565544968,-6.151118746208011
76,54.47623964361787,-4.529699740380614
77,188.15726937765925,0.10521620803810779
78,-45.4972611253461,0.6305660082988398
79,204.01742026178601,5.4827322172263
80,-44.287490161400115,4.703515115753198
81,-217.9319791333819,1.104860397676913
82,198.21267958726685,5.1318483595379485
83,-52.1903080486606,4.504935509134339
84,-145.75777606099538,0.926517711869835
85,179.905184928594,4.7926261919329445
86,268.4281064515091,10.9124276131511
87,-132.5675357579646,8.000669483726453
88,93.38736313071499,10.848788331936003
89,-204.98322305104793,7.554889417580851
90,107.11692872835289,12.140952642080082
91,110.04561673291141,16.447057616276926
92,136.64326870051173,19.430996826865083
93,-59.98800139939792,21.011017473122603
94,-34.57179771311803,20.729482047824465
95,233.74563596339954,25.823839766396357
96,220.70266277091864,30.03207268157991
97,27.867409510781883,29.65492472310718
98,92.83827278194345,27.970738617481334
99,-86.27274856714666,20.690255986578062
100,272.3677651463333,26.159117717718853
101,231.70410541406127,30.441861405978646
102,-16.763186046920218,28.78731360408774
103,256.05394377652897,35.08620797783201
104,12.36176984242868,34.85439061113665
105,257.22012562258624,37.12246651143341
106,-241.51774260252867,35.099357708113715
107,274.09365584536295,36.021532113645
108,233.79575428174988,40.680594333058366
109,234.33829601336646,41.890707209337876
110,150.84529710440117,44.40380628274197
111,-67.21015577508433,44.52224290579923
112,-68.31154683983551,44.21810256175449
113,275.5645145312112,49.31582822263743
114,255.31822597120853,60.403712787477204
115,212.47136224801585,61.503382493207106
116,-87.84232852505139,61.15988357953367
117,242.57167934888372,63.579589260904555
118,257.74308146671535,70.32536987644232
119,266.0446741007007,76.94445257824374
120,218.45761268432955,85.9430232909526
121,263.6633940193499,92.35309772308142
122,278.11083053352445,99.38407236330015
123,238.23186345527742,104.62799940287059
124,258.4165579615875,110.13423025570322
125,280.38417047234685,111.59219315204116
126,251.1629592765913,115.52592754470064
127,-31.69291881238493,111.12892378089975
128,-9.188627001187584,111.85509646338292
129,246.96342873420852,112.71401663283137
130,265.11930382295367,118.90215251251844
131,25.2683236897348,123.76615856898079
132,255.87770800163796,124.9194591372682
133,21.368738031793185,126.39064005887727
134,245.21495556776003,134.2100946914524
135,296.7483682746158,136.54695835837285
136,279.4460918930887,136.7673180672044
137,262.0552854130491,144.6597744906247
138,269.5446980671285,148.18292118935295
139,248.6002342777308,157.25459033592853
140,279.03557196625474,160.69296320068656
141,276.31381059117285,164.01832707785178
142,284.59328407389273,166.9773273853194
143,0.8025561957143026,168.19313853722164
144,285.5145830722998,174.59486615293
145,12.396954110808025,170.16789251587818
146,274.58567242141953,171.2455527088882
147,235.34975835522303,175.39519968577702
148,297.046178536727,179.4793578008727
149,239.5489639990319,185.99579205219626
150,2.2245285500763288,180.59292732027112
151,263.7807915618383,181.23446104322667
152,268.15117778996466,186.93274831996436
153,-39.378185782221834,181.02410572878932
154,9.768738716894887,180.97224510627868
155,281.0980221523123,181.4498030368732
156,246.02698068827863,191.20069750268937
157,297.86481032158673,191.67612059221383
158,277.6281518643824,192.55276854386645
159,248.93957494212702,192.8447941224417
160,262.86368119479175,195.0851618042495
161,32.632142851067584,197.08200777677254
162,27.127324487509085,198.99078520331943
163,257.86717746393697,198.63683846197395
164,293.1851032220855,199.39417600699147
165,273.50079431387945,200.61476464830872
166,215.9445492391607,206.69050220359298
167,55.823054398461295,202.95552970458454
168,3.6919922283162663,197.87450791981655
169,239.08291922415006,197.33527282228553
170,191.7907187076626,196.80193494275218
171,190.95979140474049,195.34786289046002
172,281.7017148894266,195.41968057757808
173,246.91124004619212,195.59326810939638
174,265.4541858945006,195.73402066805463
175,-54.091720166495264,189.04450285527778
176,280.9529406649607,189.6403024830452
177,242.45342329718542,195.12322932523657
178,279.27671710689174,200.89253620739817
179,195.5473555184778,199.86421474308355
180,126.40345394244565,197.0898977454734
181,297.2152584742619,202.52883644116392
182,281.6126518043286,203.04353531721773
183,291.5971732475102,208.4481040215321
184,300.7104726136995,209.55801436245088
185,194.55790705654897,207.51420513808952
186,171.41840026554425,205.35365130553865
187,279.6813963330491,205.70617352393865
188,252.8497999205599,205.37227556100729
189,271.92491801460847,205.83876923574482
190,215.03820610140326,204.5588219184478
191,230.13903519960175,203.6353264106164
192,-17.862529477210003,197.58621013959433
193,294.31411891680244,203.45644139401608
194,36.30457282753483,198.4722411891208
195,231.9061965537191,202.86242603797902
196,-20.118692962940997,196.96833873029178
197,228.03597423815293,196.8220630479504
198,208.52264496358652,195.0515923764876
199,239.55230948400344,195.051659286187
200,35.12010877232797,195.70957089063205
201,262.85240616903263,195.69100318277594
202,243.25789613162897,195.19313754960925
203,252.1852225337414,201.0244057159285
204,277.98308977892805,206.38869273716912
205,37.056339742751675,201.50785908897794
206,248.77124916781824,201.56274445856872
207,155.09244821808863,198.70729721649877
208,-38.92696154965469,192.37619494821803
209,218.8774659131556,191.77495276763858
210,231.13825855083581,191.1404443147595
211,235.43334677843657,195.19646839330687
212,12.15772523718283,194.89707640830034
213,246.25001821765807,194.66473322337475
214,241.27780878826294,193.6265873346983
215,240.10047349666465,192.95858091835402
216,255.22987472549192,193.74428742808064
217,-145.04980903617096,189.72683015938802
218,257.0563229286337,194.79411677339434
219,255.71636672827796,195.1267857234769
220,264.3450300298991,196.57787194992164
221,273.41569412482124,198.22699000432326
222,7.220439622261111,192.73736449897993
223,234.0311314657794,192.47976232737167
224,274.786499612218,192.666408601726
225,57.140963234861275,194.89106226975315
226,201.92247270208873,193.3104529104957
227,247.3648928895208,193.40868230234238
228,-308.44991007266424,181.6541497587513
229,183.86453590491698,181.4204933664801
230,279.9580610548394,184.49158550872795
231,268.52733286848127,183.91782699661235
232,284.6838662626815,183.97925128577938
233,254.1766440100476,183.23084070103013
234,277.1600130866517,182.7598315104892
235,256.7829181185184,184.00433173172857
236,245.48481381384462,185.4856600026946
237,205.7958595572348,184.00794926717828
238,8.024664702738818,179.1114465628219
239,233.95257424165655,178.35199968736285
240,282.5684920369706,179.7026054060742
241,305.2598809906898,181.20502232189594
242,-123.76362877850386,179.08700033587007
243,244.69185496422025,178.09455505681842
244,-13.976138031041671,177.0889408396469
245,265.88057205282496,177.76842834962903
246,257.5187210744633,183.3211766303771
247,267.32330991239735,184.10692334386198
248,286.2269214036776,185.66100887266384
249,313.3081103544405,187.13612489007255
250,219.03695778077503,190.81446187024147
251,199.90952665829982,189.5556042800268
252,224.77470104048743,189.185940378204
253,226.43840521542353,188.6710040318377
254,195.00268735523787,187.01139598336385
255,258.8796403247556,191.44786199500393
256,-134.01173146121462,183.79220238242328
257,271.98861641135113,186.13012574628854
258,227.54686657553788,191.45960230879237
259,233.45459631428633,191.75114491681498
260,257.4360063270592,192.27709987233945
261,273.3584834543974,193.03560260585868
262,270.1774854900228,198.19599781091546
263,23.14213753512327,193.73384019726475
264,274.8925042221522,194.40613410594256
265,275.77247471052766,195.1195741302198
266,-265.0022106192341,184.7149324233253
267,207.09853883679978,191.75789938078472
268,177.44173539006647,190.16560763001337
269,242.8119546801662,189.90751938905115
270,265.13403883919705,189.9232995652371
271,260.8073930887066,189.6711335445148
272,247.42376381163925,194.47520002830234
273,268.7081638311731,195.16874067561022
274,259.903616219038,194.87108300774662
275,-102.34420261613491,191.68137969072671
276,254.14618019994842,192.72585384068393
277,259.9013827769867,192.97658363843323
278,274.1776082315163,204.62913400451686
279,11.76961057173223,201.18723549785318
280,282.863733743872,201.24534895163382
281,244.92277449810908,200.77325778422636
282,273.44610000016877,200.54850245897612
283,267.7169492716796,200.81930856420874
284,272.86412510980335,200.73339080467179
285,272.05015396544,201.03873552161022
286,271.207594565598,201.5531911366453
287,250.21504809221264,202.44157490734483
288,279.93205909178033,207.87972279512564
289,279.10378898427274,208.782747089978
290,-83.09047133881322,201.46956782246232
291,275.91815959333866,200.88273339451527
292,307.47429292567443,209.50749182859883
293,275.901476605746,210.13168426142937
294,254.0514184528877,215.49223539110795
295,260.0512530001796,215.375649010055
296,261.1577228431569,215.4484290454289
297,300.395468325268,216.10987221368634
298,297.49560979745615,216.3352459815619
299,287.35122452685937,215.81610826501029
300,277.2251317284755,216.9798717439643
301,285.9648288363154,218.70097778752464
302,284.7685666333899,219.90085509938265
303,262.01600986529854,220.61240719238015
304,284.04791667308376,222.3933117787371
305,257.66238477081833,222.3689666676583
306,277.49231026999587,230.5990475022825
307,304.22559064926446,231.24378698704078
308,278.12012956787066,232.25525224688747
309,240.0477451203084,232.38711522300792
310,274.93617065258337,232.73711850951838
311,303.50854013045785,233.3401196430396
312,283.3528670176553,233.60362727359225
313,254.53031369402612,238.23139079677028
314,256.254184273304,237.85862439779333
315,294.29022780850164,238.2289794597528
316,272.369016606954,248.97640400427656
317,250.0935077685033,249.83630338291064
318,301.05972193216326,252.30866311375257
319,264.538717679539,252.74319837374006
320,250.48344009936903,252.4501863989435
321,288.8920246402345,253.01187902997404
322,271.01531210911685,253.4837099959236
323,267.4552843550369,253.4586524064009
324,243.23193650485513,253.12521881211723
325,245.89039520610893,260.0899107685621
326,260.7515369609114,260.2220179037813
327,257.7545511446426,260.17908127113446
328,312.42578001862995,260.94404470687675
329,235.83768563963253,265.42540620823473
330,276.49458221055454,265.2980231775684
331,241.20242818871483,265.2236162513805
332,257.53794896233984,264.9054532306239
333,247.28019232296361,264.4967180916496
334,248.58338534374127,264.0111032963284
335,20.59711305202495,258.98204247806007
336,251.122423721343,258.580339061175
337,268.71370948838756,258.95031228909846
338,289.819899906989,259.1480691054026
339,288.2332295835516,259.3306579173882
340,249.21470481759408,265.9767614405163
341,271.9172673655421,265.8967435959604
342,276.3313579559865,265.27388489656664
343,252.79041830606104,264.81166373057295
344,-10.17163929446916,259.52720257562584
345,274.2859262285449,259.8118960401931
346,246.5203908755207,259.51914940084043
347,308.25472652399304,259.67633456481497
348,273.1665095036678,259.1897525589391
349,-38.543409649145474,252.67185987541905
350,291.0425101659568,252.9482074441687
351,302.1308694712393,253.27152825686716
352,-50.265882176489214,246.57083928066953
353,263.8065079094026,246.60664924155162
354,296.07827182146,246.84725634451917
355,280.03521072573994,247.2947128636176
356,276.5969125893081,247.27680491000385
357,27.500668387317205,241.7423064647649
358,-45.215715439489855,235.2755895646177
359,250.63446951039742,235.4873240524195
360,291.92322312903593,235.82706510194856
361,240.28745104618807,234.56264332026316
362,-65.84058027302122,227.5787743744496
363,227.86548957764182,227.0454778921219
364,234.0499746589579,226.601393699835
365,274.4874768917447,226.20533868149985
366,265.3484695840254,226.06492774104126
367,264.593338763254,226.35492436093628
368,-25.408196789529157,219.82556598650243
369,-18.128557082114156,214.17222049126937
370,-4.126497662167466,209.08002173603862
371,265.9164372859271,208.62050998895248
372,302.10881768682304,209.2423801005066
373,229.84304927040665,208.49013539881403
374,255.66449980966425,208.7387866649102
375,280.78824612645553,209.4367436833171
376,250.2499615548431,209.22671217519576
377,34.21555108817776,204.75593217406646
378,159.32159621865293,201.69384849806696
379,238.08180769692973,201.7387309392129
380,263.6822231204239,201.48248375741025
381,8.269688739191622,196.8238289684198
382,-3.8579626280408945,191.5959107366122
383,257.7205346590127,191.8047175833332
384,236.53617897144068,191.5637734558872
385,-16.669910573312137,190.81843298338043
386,264.9472386934382,191.09492928282233
387,-58.897554428695585,184.54270400448067
388,-36.31781476399702,178.01994971106097
389,-46.846918018167756,171.31834675902658
390,-323.3086110748727,159.86788044117725
391,283.49436050427215,160.09942230395183
392,294.1894741415663,160.4565846276634
393,-41.75199474664798,154.56573636660926
394,-119.56317275015756,152.3779056974955
395,296.0934694895301,152.81405656271517
396,251.20001604376347,152.90764906608
397,25.207373782650464,147.24670201125318
398,290.6953254607643,147.5972783303951
399,-74.04528239251829,146.88724087552762
400,22.74035814311057,141.52119783507072
401,260.9978138287286,140.6985367222205
402,-20.77881877245713,141.28827799030114
403,278.7752058298154,141.58765194870938
404,270.6592262615295,141.07927103751078
405,258.0960999599281,140.64048882219456
406,290.0822614361151,140.9101957991307
407,233.4136333509851,145.02845509840404
408,270.0820236665272,151.33440988052436
409,252.21445471839476,151.36600958468435
410,-100.84723774815043,143.5106003671406
411,297.12317566111943,144.6473148594392
412,258.65398276383456,151.13720612017636
413,279.89323802885275,152.1777610892006
414,272.12590901581734,152.93927977633777
415,250.0128421495074,152.44978708149304
416,268.83188051819945,152.5194553001765
417,239.96853996714952,152.0269593242544
418,279.60698497245767,158.12726295949415
419,195.59967747886802,162.4018276507138
420,204.31292803386202,166.5706161646344
421,-53.875702474529945,160.17477336942525
422,292.378716463232,159.98017134495342
423,251.78698361970154,160.41905003193932
424,295.2796053786535,161.2113521433191
425,141.64310311786195,158.42844928314722
426,-226.71612116888724,148.8891276286726
427,258.1144496062638,153.36710559903435
428,270.57702644234496,155.59221420350818
429,261.43289931559684,156.05923603588153
430,268.8433560733215,156.1624586949395
431,280.8664216922008,161.61439335399967
432,-144.18358478851314,158.80788091079023
433,274.17549050937384,159.13698002779745
434,235.54798302152344,159.11721610879908
435,265.3387089344527,164.75738849895438
436,259.68083579606537,164.65206044100697
437,304.37204204988814,171.91745237057862
438,276.9854237093499,178.18351714004555
439,272.9069459380287,184.57859441916946
440,293.29556257701717,196.91067789220727
441,261.70083145262913,196.4748073111744
442,277.45823133759654,196.140182455095
443,269.0188190117094,202.35559873026216
444,290.63130703758577,210.55948832601703
445,286.8846847330583,210.3753126308876
446,285.4262405741333,211.05983712149498
447,297.0349448445362,216.49638854273272
448,280.1628168098002,216.2857383697134
449,293.39301652159145,223.63450434799563
450,4.9095468740319035,223.27788812261406
451,-41.41327371913685,217.22966637165675
452,269.0425811539212,223.0260943701843
453,283.7633361663094,223.12585697691418
454,284.23160262836404,223.39730450425085
455,265.32368629436087,223.54185623093954
456,276.2390073549858,223.26499114931696
457,-164.99642536430264,215.29678997501122
458,254.1559966490815,214.97826943466228
459,-30.77493380425932,209.31848166420917
460,269.59116673851076,216.7272497539424
461,237.77155409202388,215.5402173225605
462,274.3122363822504,215.85338239492884
463,236.29019988908934,214.98132163213356
464,265.3539635135742,214.8458827220887
465,-22.51285011000762,209.3953688768984
466,272.78404580791573,209.47441218269273
467,282.28566699296425,210.32075472320903
468,252.90512004742385,209.78671742470837
469,-88.66816959731041,204.10136048318478
470,287.1550923062483,205.7582037686325
471,264.85331758794996,212.1327841698821
472,239.15243233294612,211.06825848727635
473,-74.19702379945983,204.54857833889315
474,274.1552688852381,204.12609160902483
475,273.3242455993026,206.75971445865363
476,275.84041920209154,216.81084526607324
477,248.13419168310185,216.61124010761
478,312.49514956252017,217.4496025700135
479,25.41807126462305,212.72930600899403
480,288.4867707059329,213.12217430164625
481,246.57504283291877,212.4363467244606
482,305.3209666688977,221.4264377536088
483,281.6345178159615,221.57561829974054
484,302.21392717530176,222.90893718281612
485,267.19586301691356,222.94608026446534
486,257.6573787231221,222.90561112300648
487,270.1362508477423,222.22089529896357
488,307.9155826608991,222.83949847799454
489,217.4978999174869,221.73131755758374
490,-22.1808116860187,215.421790072323
491,276.17932945118287,215.7113600322941
492,275.39047025958837,215.67000481073393
493,250.718248778079,215.30399340606132
494,267.1757124203897,214.8348815137174
495,299.97342087281174,215.09665623651244
496,282.18372730926365,215.03180597121505
497,18.462868537041643,209.46036444506518
498,281.57053925497326,209.48851889396863
499,295.244646053926,209.52555148461533
500,249.08240105720458,214.40900856827878
501,254.16365761172506,220.32054719489602
502,300.8411674731241,220.95651892128006
503,254.36129869376023,220.36847817182908
504,263.054069920482,219.94492751767146
505,226.71758842726,219.17280556032944
506,261.3907289135825,218.87583999150138
507,-36.551537730192095,221.44473774418358
508,37.12547664837376,217.10412734416946
